     4.4773     1.4223     0.0000
     4.8436     5.4192     0.0000
    -7.2179    -9.7236     0.0000
   -13.1267    -0.9288     0.0000
    13.6449    10.7900     0.0000
   -15.0956     9.6749     0.0000
   -16.2425    14.3556     0.0000
    -7.4242    20.9494     0.0000
    27.1910     6.3578     0.0000
    20.0275   -20.0238     0.0000
   -15.4098   -25.7468     0.0000
    29.4176    -7.2262     0.0000
   -27.1513   -14.9822     0.0000
   -29.1157    13.3879     0.0000
     6.5198    31.7183     0.0000
     8.2216    33.7334     0.0000
    19.8881    33.5818     0.0000
     3.9966   -38.9023     0.0000
    39.4329    -6.2583     0.0000
   -39.5352     6.0894     0.0000
    29.1690   -29.3960     0.0000
    43.8867     5.2376     0.0000
   -32.9488    36.1622     0.0000
   -42.9537   -23.7029     0.0000
    40.9226    28.0553     0.0000
    40.7912    28.5965     0.0000
    -5.1874    51.2293     0.0000
     3.5598   -52.3715     0.0000
   -39.6859   -35.1056     0.0000
   -51.0754   -17.3426     0.0000
    52.3337   -18.7480     0.0000
   -15.6295   -54.1127     0.0000
    18.9903   -53.9823     0.0000
     7.3613    58.5187     0.0000
    55.7035    24.0468     0.0000
    24.4619    59.3054     0.0000
