000001 -0.95506E+00 -0.26500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000002 -0.95506E+00 -0.25500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000003 -0.95506E+00 -0.24500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000004 -0.95506E+00 -0.23500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000005 -0.95506E+00 -0.22500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000006 -0.95506E+00 -0.21500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000007 -0.95506E+00 -0.20500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000008 -0.95506E+00 -0.19500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000009 -0.95506E+00 -0.18500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000010 -0.95506E+00 -0.17500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000011 -0.95506E+00 -0.16500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000012 -0.95506E+00 -0.15500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000013 -0.95506E+00 -0.14500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000014 -0.95506E+00 -0.13500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000015 -0.95506E+00 -0.12500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000016 -0.95506E+00 -0.11500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000017 -0.95506E+00 -0.10500E+02  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000018 -0.95506E+00 -0.95000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000019 -0.95506E+00 -0.85000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000020 -0.95506E+00 -0.75000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000021 -0.95506E+00 -0.65000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000022 -0.95506E+00 -0.55000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000023 -0.95506E+00 -0.45000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000024 -0.95506E+00 -0.35000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000025 -0.95506E+00 -0.25000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000026 -0.95506E+00 -0.15000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000027 -0.95506E+00 -0.50000E+00  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000028 -0.95506E+00  0.50000E+00  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000029 -0.95506E+00  0.15000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000030 -0.95506E+00  0.25000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000031 -0.95506E+00  0.35000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000032 -0.95506E+00  0.45000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000033 -0.95506E+00  0.55000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000034 -0.95506E+00  0.65000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000035 -0.95506E+00  0.75000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000036 -0.95506E+00  0.85000E+01  0.19416E+02  0.90000E+02  0.80000E+02  0.13500E+03
000037 -0.78142E+00 -0.26500E+02  0.18432E+02  0.90000E+02  0.80000E+02  0.13500E+03
000038 -0.78142E+00 -0.25500E+02  0.18432E+02  0.90000E+02  0.80000E+02  0.13500E+03
000039 -0.78142E+00 -0.24500E+02  0.18432E+02  0.90000E+02  0.80000E+02  0.13500E+03
000040 -0.78142E+00 -0.23500E+02  0.18432E+02  0.90000E+02  0.80000E+02  0.13500E+03
000041 -0.78142E+00 -0.22500E+02  0.18432E+02  0.90000E+02  0.80000E+02  0.13500E+03
